,Well Position,Reading,Boltzmann Temperature,Boltzmann Fluorescence,
9,B01,34,68.886086,88812.97,
9,B01,35,68.97419,88937.734,
9,B01,36,69.062294,89072.266,
9,B01,37,69.1504,89217.02,
9,B01,38,69.23851,89372.44,
9,B01,39,69.326614,89538.86,
9,B01,40,69.41472,89716.62,
9,B01,41,69.50282,89905.96,
9,B01,42,69.59093,90107.04,
9,B01,43,69.67904,90319.93,
9,B01,44,69.76714,90544.52,
9,B01,45,69.85525,90780.67,
9,B01,46,69.94335,91028.03,
9,B01,47,70.03146,91286.16,
9,B01,48,70.11957,91554.38,
9,B01,49,70.20767,91831.96,
9,B01,50,70.29578,92117.96,
9,B01,51,70.38389,92411.35,
9,B01,52,70.47199,92710.89,
9,B01,53,70.5601,93015.29,
9,B01,54,70.6482,93323.16,
9,B01,55,70.73631,93633.06,
9,B01,56,70.82442,93943.445,
9,B01,57,70.91252,94252.836,
9,B01,58,71.000626,94559.73,
9,B01,59,71.08874,94862.71,
9,B01,60,71.17684,95160.37,
9,B01,61,71.264946,95451.45,
9,B01,62,71.35305,95734.81,
9,B01,63,71.44116,96009.45,
9,B01,64,71.52927,96274.45,
9,B01,65,71.61737,96529.11,
9,B01,66,71.705475,96772.85,
9,B01,67,71.79359,97005.27,
9,B01,68,71.88169,97226.055,
9,B01,69,71.969795,97435.07,
9,B01,70,72.0579,97632.305,
9,B01,71,72.14601,97817.86,
9,B01,72,72.234116,97991.88,
9,B01,73,72.32222,98154.664,
9,B01,74,72.410324,98306.55,
9,B01,75,72.498436,98447.92,
9,B01,76,72.58654,98579.22,
9,B01,77,72.674644,98700.89,
9,B01,78,72.76275,98813.45,
9,B01,79,72.85086,98917.4,
9,B01,80,72.938965,99013.22,
9,B01,81,73.02707,99101.42,
9,B01,82,73.11517,99182.5,
9,B01,83,73.20328,99256.94,
9,B01,84,73.29139,99325.195,
9,B01,85,73.37949,99387.72,
9,B01,86,73.4676,99444.93,
9,B01,87,73.5557,99497.24,
9,B01,88,73.643814,99545.03,
9,B01,89,73.73192,99588.66,
9,B01,90,73.82002,99628.445,
9,B01,91,73.90813,99664.73,
9,B01,92,73.99624,99697.78,
9,B01,93,74.08434,99727.88,
9,B01,94,74.17245,99755.27,
9,B01,95,74.26055,99780.2,
9,B01,96,74.34866,99802.875,
9,B01,97,74.43677,99823.484,
9,B01,98,74.52487,99842.22,
10,B02,1,67.0446,82531.336,
10,B02,2,67.132706,82536.16,
10,B02,3,67.22081,82541.46,
10,B02,4,67.30892,82547.3,
10,B02,5,67.397026,82553.72,
10,B02,6,67.48513,82560.77,
10,B02,7,67.573235,82568.53,
10,B02,8,67.66135,82577.06,
10,B02,9,67.74945,82586.44,
10,B02,10,67.837555,82596.74,
10,B02,11,67.92566,82608.07,
10,B02,12,68.01377,82620.516,
10,B02,13,68.101875,82634.19,
10,B02,14,68.18998,82649.21,
10,B02,15,68.27808,82665.7,
10,B02,16,68.366196,82683.81,
10,B02,17,68.4543,82703.69,
10,B02,18,68.542404,82725.49,
10,B02,19,68.63051,82749.414,
10,B02,20,68.71862,82775.65,
10,B02,21,68.806725,82804.4,
10,B02,22,68.89483,82835.91,
10,B02,23,68.98293,82870.414,
10,B02,24,69.071045,82908.19,
10,B02,25,69.15915,82949.516,
10,B02,26,69.24725,82994.695,
10,B02,27,69.33536,83044.07,
10,B02,28,69.42347,83097.99,
10,B02,29,69.51157,83156.81,
10,B02,30,69.59968,83220.94,
10,B02,31,69.68778,83290.78,
10,B02,32,69.77589,83366.77,
10,B02,33,69.864,83449.375,
10,B02,34,69.9521,83539.04,
10,B02,35,70.04021,83636.25,
10,B02,36,70.12831,83741.5,
10,B02,37,70.21642,83855.28,
10,B02,38,70.30453,83978.08,
10,B02,39,70.39263,84110.37,
10,B02,40,70.480736,84252.62,
10,B02,41,70.56885,84405.29,
10,B02,42,70.65695,84568.74,
10,B02,43,70.745056,84743.34,
10,B02,44,70.83316,84929.4,
10,B02,45,70.92127,85127.14,
10,B02,46,71.00938,85336.664,
10,B02,47,71.09748,85558.03,
10,B02,48,71.185585,85791.164,
10,B02,49,71.2737,86035.89,
10,B02,50,71.3618,86291.836,
10,B02,51,71.449905,86558.56,
10,B02,52,71.53801,86835.45,
10,B02,53,71.62612,87121.79,
10,B02,54,71.714226,87416.61,
10,B02,55,71.80233,87718.92,
10,B02,56,71.890434,88027.58,
10,B02,57,71.978546,88341.33,
10,B02,58,72.06665,88658.77,
10,B02,59,72.154755,88978.52,
10,B02,60,72.24286,89299.13,
10,B02,61,72.33097,89619.13,
10,B02,62,72.419075,89937.016,
10,B02,63,72.50718,90251.39,
10,B02,64,72.59528,90560.88,
10,B02,65,72.683395,90864.25,
10,B02,66,72.7715,91160.266,
10,B02,67,72.859604,91447.91,
10,B02,68,72.94771,91726.266,
10,B02,69,73.03582,91994.58,
10,B02,70,73.123924,92252.17,
10,B02,71,73.21203,92498.59,
10,B02,72,73.30013,92733.48,
10,B02,73,73.388245,92956.63,
10,B02,74,73.47635,93167.94,
10,B02,75,73.56445,93367.42,
10,B02,76,73.65256,93555.21,
10,B02,77,73.74067,93731.53,
10,B02,78,73.82877,93896.64,
10,B02,79,73.91688,94050.89,
10,B02,80,74.00498,94194.67,
10,B02,81,74.093094,94328.44,
10,B02,82,74.1812,94452.625,
10,B02,83,74.2693,94567.72,
10,B02,84,74.35741,94674.22,
10,B02,85,74.44551,94772.6,
10,B02,86,74.53362,94863.375,
10,B02,87,74.62173,94947,
10,B02,88,74.70983,95023.95,
10,B02,89,74.797935,95094.695,
10,B02,90,74.88605,95159.66,
10,B02,91,74.97415,95219.25,
10,B02,92,75.062256,95273.875,
10,B02,93,75.15036,95323.91,
10,B02,94,75.23847,95369.7,
10,B02,95,75.32658,95411.586,
10,B02,96,75.41468,95449.87,
10,B02,97,75.502785,95484.84,
10,B02,98,75.5909,95516.79,
10,B02,99,75.679,95545.945,
10,B02,100,75.767105,95572.54,
11,B03,1,68.63682,78659.03,
11,B03,2,68.72492,78661.98,
11,B03,3,68.81303,78665.266,
11,B03,4,68.90113,78668.93,
11,B03,5,68.98924,78673.02,
11,B03,6,69.07735,78677.586,
11,B03,7,69.16545,78682.67,
11,B03,8,69.253555,78688.336,
11,B03,9,69.34167,78694.664,
11,B03,10,69.42977,78701.7,
11,B03,11,69.517876,78709.56,
11,B03,12,69.60598,78718.31,
11,B03,13,69.694084,78728.06,
11,B03,14,69.782196,78738.93,
11,B03,15,69.8703,78751.03,
11,B03,16,69.958405,78764.516,
11,B03,17,70.04651,78779.52,
11,B03,18,70.13462,78796.234,
11,B03,19,70.222725,78814.83,
11,B03,20,70.31083,78835.516,
11,B03,21,70.39893,78858.52,
11,B03,22,70.487045,78884.11,
11,B03,23,70.57515,78912.54,
11,B03,24,70.66325,78944.12,
11,B03,25,70.75136,78979.17,
11,B03,26,70.83947,79018.086,
11,B03,27,70.927574,79061.23,
11,B03,28,71.01568,79109.04,
11,B03,29,71.10378,79161.98,
11,B03,30,71.191895,79220.555,
11,B03,31,71.28,79285.3,
11,B03,32,71.3681,79356.78,
11,B03,33,71.45621,79435.625,
11,B03,34,71.54432,79522.48,
11,B03,35,71.63242,79618.01,
11,B03,36,71.72053,79722.93,
11,B03,37,71.80863,79837.98,
11,B03,38,71.89674,79963.89,
11,B03,39,71.98485,80101.41,
11,B03,40,72.07295,80251.266,
11,B03,41,72.16106,80414.195,
11,B03,42,72.24917,80590.88,
11,B03,43,72.33727,80781.91,
11,B03,44,72.42538,80987.83,
11,B03,45,72.51348,81209.07,
11,B03,46,72.60159,81445.95,
11,B03,47,72.6897,81698.57,
11,B03,48,72.7778,81966.91,
11,B03,49,72.865906,82250.71,
11,B03,50,72.95402,82549.55,
11,B03,51,73.04212,82862.64,
11,B03,52,73.130226,83189.055,
11,B03,53,73.21833,83527.59,
11,B03,54,73.30644,83876.83,
11,B03,55,73.39455,84235.016,
11,B03,56,73.48265,84600.33,
11,B03,57,73.570755,84970.73,
11,B03,58,73.65886,85344.055,
11,B03,59,73.74697,85718.125,
11,B03,60,73.835075,86090.63,
11,B03,61,73.92318,86459.41,
11,B03,62,74.011284,86822.336,
11,B03,63,74.099396,87177.47,
11,B03,64,74.1875,87522.94,
11,B03,65,74.275604,87857.19,
11,B03,66,74.36371,88178.84,
11,B03,67,74.45182,88486.82,
11,B03,68,74.539925,88780.19,
11,B03,69,74.62803,89058.36,
11,B03,70,74.71613,89320.95,
11,B03,71,74.804245,89567.805,
11,B03,72,74.89235,89798.91,
11,B03,73,74.98045,90014.484,
11,B03,74,75.06856,90214.89,
11,B03,75,75.15667,90400.59,
11,B03,76,75.244774,90572.15,
11,B03,77,75.33288,90730.2,
11,B03,78,75.42098,90875.45,
11,B03,79,75.509094,91008.63,
11,B03,80,75.5972,91130.46,
11,B03,81,75.6853,91241.7,
11,B03,82,75.77341,91343.1,
11,B03,83,75.86152,91435.375,
11,B03,84,75.94962,91519.2,
11,B03,85,76.03773,91595.27,
11,B03,86,76.12583,91664.22,
11,B03,87,76.21394,91726.64,
11,B03,88,76.30205,91783.08,
11,B03,89,76.39015,91834.086,
11,B03,90,76.47826,91880.125,
11,B03,91,76.56637,91921.67,
11,B03,92,76.65447,91959.125,
11,B03,93,76.74258,91992.87,
11,B03,94,76.83068,92023.25,
11,B03,95,76.91879,92050.6,
11,B03,96,77.0069,92075.21,
11,B03,97,77.095,92097.34,
11,B03,98,77.183105,92117.234,
11,B03,99,77.27122,92135.12,
12,B04,1,70.14324,78307.15,
12,B04,2,70.231346,78308.97,
12,B04,3,70.31945,78311.016,
12,B04,4,70.407555,78313.336,
12,B04,5,70.49567,78315.945,
12,B04,6,70.58377,78318.89,
12,B04,7,70.671875,78322.22,
12,B04,8,70.75998,78325.97,
12,B04,9,70.84809,78330.195,
12,B04,10,70.936195,78334.97,
12,B04,11,71.0243,78340.35,
12,B04,12,71.112404,78346.42,
12,B04,13,71.200516,78353.266,
12,B04,14,71.28862,78360.984,
12,B04,15,71.376724,78369.68,
12,B04,16,71.46483,78379.49,
12,B04,17,71.55294,78390.55,
12,B04,18,71.641045,78403.01,
12,B04,19,71.72915,78417.04,
12,B04,20,71.81725,78432.85,
12,B04,21,71.905365,78450.66,
12,B04,22,71.99347,78470.7,
12,B04,23,72.08157,78493.266,
12,B04,24,72.16968,78518.65,
12,B04,25,72.25779,78547.195,
12,B04,26,72.345894,78579.29,
12,B04,27,72.434,78615.34,
12,B04,28,72.5221,78655.83,
12,B04,29,72.610214,78701.27,
12,B04,30,72.69832,78752.23,
12,B04,31,72.78642,78809.31,
12,B04,32,72.87453,78873.234,
12,B04,33,72.96264,78944.72,
12,B04,34,73.05074,79024.58,
12,B04,35,73.13885,79113.67,
12,B04,36,73.22695,79212.94,
12,B04,37,73.31506,79323.375,
12,B04,38,73.40317,79446.01,
12,B04,39,73.49127,79581.92,
12,B04,40,73.57938,79732.25,
12,B04,41,73.66748,79898.12,
12,B04,42,73.75559,80080.67,
12,B04,43,73.8437,80280.984,
12,B04,44,73.9318,80500.11,
12,B04,45,74.019905,80738.99,
12,B04,46,74.10802,80998.47,
12,B04,47,74.19612,81279.11,
12,B04,48,74.284225,81581.33,
12,B04,49,74.37233,81905.266,
12,B04,50,74.46044,82250.734,
12,B04,51,74.548546,82617.12,
12,B04,52,74.63665,83003.484,
12,B04,53,74.724754,83408.48,
12,B04,54,74.81287,83830.33,
12,B04,55,74.90097,84266.77,
12,B04,56,74.989075,84715.28,
12,B04,57,75.07718,85172.95,
12,B04,58,75.16529,85636.68,
12,B04,59,75.253395,86103.06,
12,B04,60,75.3415,86568.74,
12,B04,61,75.4296,87030.336,
12,B04,62,75.517715,87484.62,
12,B04,63,75.60582,87928.46,
12,B04,64,75.693924,88359.13,
12,B04,65,75.78203,88774.22,
12,B04,66,75.87014,89171.71,
12,B04,67,75.958244,89549.945,
12,B04,68,76.04635,89907.734,
12,B04,69,76.13445,90244.31,
12,B04,70,76.222565,90559.27,
12,B04,71,76.31067,90852.52,
12,B04,72,76.39877,91124.31,
12,B04,73,76.48688,91375.16,
12,B04,74,76.57499,91605.76,
12,B04,75,76.66309,91816.97,
12,B04,76,76.7512,92009.78,
12,B04,77,76.8393,92185.27,
12,B04,78,76.927414,92344.58,
12,B04,79,77.01552,92488.8,
12,B04,80,77.10362,92619.07,
12,B04,81,77.19173,92736.51,
12,B04,82,77.27984,92842.195,
12,B04,83,77.36794,92937.13,
12,B04,84,77.45605,93022.29,
12,B04,85,77.54415,93098.57,
12,B04,86,77.63226,93166.83,
12,B04,87,77.72037,93227.83,
12,B04,88,77.80847,93282.3,
12,B04,89,77.896576,93330.89,
12,B04,90,77.98468,93374.2,
12,B04,91,78.07279,93412.8,
12,B04,92,78.1609,93447.16,
12,B04,93,78.249,93477.734,
12,B04,94,78.337105,93504.92,
12,B04,95,78.42522,93529.09,
12,B04,96,78.51332,93550.58,
12,B04,97,78.601425,93569.664,
12,B04,98,78.68953,93586.62,
13,B05,1,71.11866,74474.07,
13,B05,2,71.20677,74475.99,
13,B05,3,71.294876,74478.17,
13,B05,4,71.38298,74480.64,
13,B05,5,71.471085,74483.43,
13,B05,6,71.5592,74486.586,
13,B05,7,71.6473,74490.16,
13,B05,8,71.735405,74494.195,
13,B05,9,71.82351,74498.766,
13,B05,10,71.91162,74503.93,
13,B05,11,71.999725,74509.766,
13,B05,12,72.08783,74516.375,
13,B05,13,72.175934,74523.836,
13,B05,14,72.264046,74532.27,
13,B05,15,72.35215,74541.81,
13,B05,16,72.440254,74552.59,
13,B05,17,72.52836,74564.77,
13,B05,18,72.61647,74578.53,
13,B05,19,72.704575,74594.06,
13,B05,20,72.79268,74611.6,
13,B05,21,72.88078,74631.39,
13,B05,22,72.968895,74653.73,
13,B05,23,73.057,74678.914,
13,B05,24,73.1451,74707.305,
13,B05,25,73.23321,74739.29,
13,B05,26,73.32132,74775.31,
13,B05,27,73.409424,74815.84,
13,B05,28,73.49753,74861.42,
13,B05,29,73.58563,74912.63,
13,B05,30,73.67374,74970.12,
13,B05,31,73.76185,75034.59,
13,B05,32,73.84995,75106.805,
13,B05,33,73.93806,75187.58,
13,B05,34,74.02616,75277.81,
13,B05,35,74.11427,75378.45,
13,B05,36,74.20238,75490.48,
13,B05,37,74.29048,75614.94,
13,B05,38,74.378586,75752.91,
13,B05,39,74.4667,75905.484,
13,B05,40,74.5548,76073.73,
13,B05,41,74.64291,76258.71,
13,B05,42,74.73101,76461.414,
13,B05,43,74.81912,76682.766,
13,B05,44,74.90723,76923.48,
13,B05,45,74.99533,77184.13,
13,B05,46,75.083435,77465.086,
13,B05,47,75.17155,77766.42,
13,B05,48,75.25965,78087.82,
13,B05,49,75.347755,78428.695,
13,B05,50,75.43586,78788.03,
13,B05,51,75.52397,79164.43,
13,B05,52,75.612076,79555.99,
13,B05,53,75.70018,79960.54,
13,B05,54,75.788284,80375.48,
13,B05,55,75.876396,80797.98,
13,B05,56,75.9645,81224.87,
13,B05,57,76.052605,81652.96,
13,B05,58,76.14071,82078.984,
13,B05,59,76.22882,82499.79,
13,B05,60,76.316925,82912.24,
13,B05,61,76.40503,83313.58,
13,B05,62,76.49313,83701.32,
13,B05,63,76.581245,84073.37,
13,B05,64,76.66935,84427.93,
13,B05,65,76.757454,84763.73,
13,B05,66,76.84556,85079.85,
13,B05,67,76.93367,85375.8,
13,B05,68,77.021774,85651.36,
13,B05,69,77.10988,85906.69,
13,B05,70,77.19798,86142.195,
13,B05,71,77.286095,86358.53,
13,B05,72,77.3742,86556.445,
13,B05,73,77.4623,86736.9,
13,B05,74,77.55041,86900.88,
13,B05,75,77.63852,87049.484,
13,B05,76,77.72662,87183.766,
13,B05,77,77.81473,87304.83,
13,B05,78,77.90283,87413.734,
13,B05,79,77.99094,87511.516,
13,B05,80,78.07905,87599.164,
13,B05,81,78.16715,87677.586,
13,B05,82,78.25526,87747.664,
13,B05,83,78.34336,87810.21,
13,B05,84,78.43147,87865.98,
13,B05,85,78.51958,87915.63,
13,B05,86,78.60768,87959.82,
13,B05,87,78.695786,87999.11,
13,B05,88,78.7839,88034.016,
13,B05,89,78.872,88065.01,
13,B05,90,78.960106,88092.516,
13,B05,91,79.04821,88116.91,
13,B05,92,79.13632,88138.54,
13,B05,93,79.22443,88157.71,
13,B05,94,79.31253,88174.695,
14,B06,1,71.92024,75175.29,
14,B06,2,72.00835,75176.94,
14,B06,3,72.09645,75178.81,
14,B06,4,72.184555,75180.945,
14,B06,5,72.27267,75183.375,
14,B06,6,72.36077,75186.14,
14,B06,7,72.448875,75189.3,
14,B06,8,72.53698,75192.88,
14,B06,9,72.62509,75196.96,
14,B06,10,72.713196,75201.61,
14,B06,11,72.8013,75206.9,
14,B06,12,72.889404,75212.914,
14,B06,13,72.977516,75219.76,
14,B06,14,73.06562,75227.55,
14,B06,15,73.153725,75236.414,
14,B06,16,73.24183,75246.49,
14,B06,17,73.32994,75257.95,
14,B06,18,73.418045,75270.98,
14,B06,19,73.50615,75285.79,
14,B06,20,73.59425,75302.62,
14,B06,21,73.68236,75321.73,
14,B06,22,73.77047,75343.43,
14,B06,23,73.858574,75368.055,
14,B06,24,73.94668,75396,
14,B06,25,74.03478,75427.67,
14,B06,26,74.122894,75463.57,
14,B06,27,74.211,75504.2,
14,B06,28,74.2991,75550.18,
14,B06,29,74.38721,75602.15,
14,B06,30,74.47532,75660.836,
14,B06,31,74.56342,75727.02,
14,B06,32,74.65153,75801.57,
14,B06,33,74.73963,75885.414,
14,B06,34,74.82774,75979.58,
14,B06,35,74.91585,76085.1,
14,B06,36,75.00395,76203.125,
14,B06,37,75.09206,76334.83,
14,B06,38,75.18017,76481.42,
14,B06,39,75.26827,76644.09,
14,B06,40,75.35638,76824.04,
14,B06,41,75.44448,77022.39,
14,B06,42,75.53259,77240.195,
14,B06,43,75.6207,77478.31,
14,B06,44,75.7088,77737.414,
14,B06,45,75.796906,78017.94,
14,B06,46,75.88502,78320,
14,B06,47,75.97312,78643.266,
14,B06,48,76.061226,78987.06,
14,B06,49,76.14933,79350.234,
14,B06,50,76.23744,79731.18,
14,B06,51,76.32555,80127.7,
14,B06,52,76.41365,80537.28,
14,B06,53,76.501755,80956.945,
14,B06,54,76.58987,81383.45,
14,B06,55,76.67797,81813.23,
14,B06,56,76.766075,82242.68,
14,B06,57,76.85418,82668.2,
14,B06,58,76.94229,83086.37,
14,B06,59,77.030396,83493.86,
14,B06,60,77.1185,83887.81,
14,B06,61,77.206604,84265.74,
14,B06,62,77.294716,84625.64,
14,B06,63,77.38282,84965.91,
14,B06,64,77.470924,85285.484,
14,B06,65,77.55903,85583.74,
14,B06,66,77.64714,85860.51,
14,B06,67,77.735245,86115.89,
14,B06,68,77.82335,86350.375,
14,B06,69,77.91145,86564.68,
14,B06,70,77.99956,86759.73,
14,B06,71,78.08767,86936.56,
14,B06,72,78.17577,87096.32,
14,B06,73,78.26388,87240.2,
14,B06,74,78.35198,87369.414,
14,B06,75,78.440094,87485.164,
14,B06,76,78.5282,87588.61,
14,B06,77,78.6163,87680.875,
14,B06,78,78.70441,87763.02,
14,B06,79,78.79252,87836.05,
14,B06,80,78.88062,87900.84,
14,B06,81,78.96873,87958.3,
14,B06,82,79.05683,88009.16,
14,B06,83,79.14494,88054.16,
14,B06,84,79.23305,88093.92,
14,B06,85,79.32115,88129.03,
14,B06,86,79.409256,88160.02,
14,B06,87,79.49737,88187.35,
14,B06,88,79.58547,88211.44,
14,B06,89,79.67358,88232.66,
14,B06,90,79.76168,88251.35,
14,B06,91,79.84979,88267.805,
14,B06,92,79.9379,88282.28,
15,B07,1,72.8076,73287.96,
15,B07,2,72.89571,73290.375,
15,B07,3,72.98382,73293.08,
15,B07,4,73.07192,73296.1,
15,B07,5,73.16003,73299.49,
15,B07,6,73.24813,73303.28,
15,B07,7,73.33624,73307.53,
15,B07,8,73.42435,73312.29,
15,B07,9,73.51245,73317.62,
15,B07,10,73.600555,73323.58,
15,B07,11,73.68867,73330.26,
15,B07,12,73.77677,73337.73,
15,B07,13,73.864876,73346.09,
15,B07,14,73.95298,73355.45,
15,B07,15,74.04109,73365.93,
15,B07,16,74.129196,73377.64,
15,B07,17,74.2173,73390.74,
15,B07,18,74.305405,73405.4,
15,B07,19,74.39352,73421.78,
15,B07,20,74.48162,73440.09,
15,B07,21,74.569725,73460.555,
15,B07,22,74.65783,73483.41,
15,B07,23,74.74594,73508.92,
15,B07,24,74.834045,73537.4,
15,B07,25,74.92215,73569.164,
15,B07,26,75.010254,73604.586,
15,B07,27,75.098366,73644.06,
15,B07,28,75.18647,73688.016,
15,B07,29,75.274574,73736.94,
15,B07,30,75.36268,73791.33,
15,B07,31,75.45079,73851.76,
15,B07,32,75.538895,73918.83,
15,B07,33,75.627,73993.18,
15,B07,34,75.7151,74075.51,
15,B07,35,75.803215,74166.555,
15,B07,36,75.89132,74267.08,
15,B07,37,75.97942,74377.89,
15,B07,38,76.06753,74499.83,
15,B07,39,76.15564,74633.75,
15,B07,40,76.243744,74780.48,
15,B07,41,76.33185,74940.88,
15,B07,42,76.41995,75115.766,
15,B07,43,76.508064,75305.92,
15,B07,44,76.59617,75512,
15,B07,45,76.68427,75734.6,
15,B07,46,76.77238,75974.18,
15,B07,47,76.86048,76231.03,
15,B07,48,76.94859,76505.266,
15,B07,49,77.0367,76796.71,
15,B07,50,77.1248,77105.01,
15,B07,51,77.212906,77429.484,
15,B07,52,77.30102,77769.22,
15,B07,53,77.38912,78122.92,
15,B07,54,77.47723,78489.07,
15,B07,55,77.56533,78865.84,
15,B07,56,77.65344,79251.22,
15,B07,57,77.74155,79642.86,
15,B07,58,77.82965,80038.375,
15,B07,59,77.917755,80435.23,
15,B07,60,78.00587,80830.89,
15,B07,61,78.09397,81222.78,
15,B07,62,78.182076,81608.484,
15,B07,63,78.27018,81985.73,
15,B07,64,78.35829,82352.47,
15,B07,65,78.446396,82706.81,
15,B07,66,78.5345,83047.234,
15,B07,67,78.622604,83372.484,
15,B07,68,78.71072,83681.6,
15,B07,69,78.79882,83973.88,
15,B07,70,78.886925,84248.94,
15,B07,71,78.97503,84506.63,
15,B07,72,79.06314,84747.08,
15,B07,73,79.151245,84970.49,
15,B07,74,79.23935,85177.36,
15,B07,75,79.32745,85368.26,
15,B07,76,79.415565,85543.89,
15,B07,77,79.50367,85704.98,
15,B07,78,79.591774,85852.36,
15,B07,79,79.67988,85986.87,
15,B07,80,79.76799,86109.38,
15,B07,81,79.856094,86220.72,
15,B07,82,79.9442,86321.72,
15,B07,83,80.0323,86413.2,
15,B07,84,80.12041,86495.945,
15,B07,85,80.20852,86570.67,
15,B07,86,80.29662,86638.08,
15,B07,87,80.38473,86698.81,
15,B07,88,80.47283,86753.49,
15,B07,89,80.56094,86802.664,
15,B07,90,80.64905,86846.85,
15,B07,91,80.73715,86886.53,
15,B07,92,80.82526,86922.14,
15,B07,93,80.91337,86954.08,
15,B07,94,81.00147,86982.71,
15,B07,95,81.08958,87008.36,
16,B08,1,74.40226,68368,
16,B08,2,74.490364,68373.14,
16,B08,3,74.578476,68378.836,
16,B08,4,74.66658,68385.13,
16,B08,5,74.754684,68392.1,
16,B08,6,74.84279,68399.82,
16,B08,7,74.9309,68408.35,
16,B08,8,75.019005,68417.8,
16,B08,9,75.10711,68428.234,
16,B08,10,75.19521,68439.77,
16,B08,11,75.283325,68452.53,
16,B08,12,75.37143,68466.625,
16,B08,13,75.45953,68482.2,
16,B08,14,75.54764,68499.39,
16,B08,15,75.63575,68518.375,
16,B08,16,75.723854,68539.31,
16,B08,17,75.81196,68562.41,
16,B08,18,75.90006,68587.86,
16,B08,19,75.988174,68615.9,
16,B08,20,76.07628,68646.766,
16,B08,21,76.16438,68680.72,
16,B08,22,76.25249,68718.04,
16,B08,23,76.3406,68759.04,
16,B08,24,76.4287,68804.016,
16,B08,25,76.51681,68853.31,
16,B08,26,76.60491,68907.29,
16,B08,27,76.69302,68966.32,
16,B08,28,76.78113,69030.78,
16,B08,29,76.86923,69101.06,
16,B08,30,76.95734,69177.586,
16,B08,31,77.04545,69260.74,
16,B08,32,77.13355,69350.945,
16,B08,33,77.22166,69448.58,
16,B08,34,77.30976,69554.03,
16,B08,35,77.39787,69667.65,
16,B08,36,77.48598,69789.734,
16,B08,37,77.57408,69920.57,
16,B08,38,77.662186,70060.34,
16,B08,39,77.7503,70209.22,
16,B08,40,77.8384,70367.22,
16,B08,41,77.926506,70534.305,
16,B08,42,78.01461,70710.32,
16,B08,43,78.10272,70895.016,
16,B08,44,78.19083,71087.98,
16,B08,45,78.27893,71288.695,
16,B08,46,78.367035,71496.516,
16,B08,47,78.45515,71710.7,
16,B08,48,78.54325,71930.32,
16,B08,49,78.631355,72154.41,
16,B08,50,78.71946,72381.87,
16,B08,51,78.80757,72611.586,
16,B08,52,78.895676,72842.33,
16,B08,53,78.98378,73072.89,
16,B08,54,79.071884,73302.06,
16,B08,55,79.159996,73528.68,
16,B08,56,79.2481,73751.58,
16,B08,57,79.336205,73969.71,
16,B08,58,79.42431,74182.12,
16,B08,59,79.51241,74387.95,
16,B08,60,79.600525,74586.49,
16,B08,61,79.68863,74777.09,
16,B08,62,79.77673,74959.3,
16,B08,63,79.86484,75132.74,
16,B08,64,79.95295,75297.21,
16,B08,65,80.04105,75452.55,
16,B08,66,80.12916,75598.766,
16,B08,67,80.21726,75735.93,
16,B08,68,80.305374,75864.2,
16,B08,69,80.39348,75983.805,
16,B08,70,80.48158,76095.01,
16,B08,71,80.56969,76198.15,
16,B08,72,80.6578,76293.59,
16,B08,73,80.7459,76381.7,
16,B08,74,80.83401,76462.89,
16,B08,75,80.92211,76537.555,
16,B08,76,81.01022,76606.11,
16,B08,77,81.09833,76668.95,
16,B08,78,81.18643,76726.47,
16,B08,79,81.274536,76779.05,
16,B08,80,81.36265,76827.06,
16,B08,81,81.45075,76870.85,
16,B08,82,81.53886,76910.74,
16,B08,83,81.62696,76947.055,
16,B08,84,81.71507,76980.086,
17,C01,1,65.979,85457.39,
17,C01,2,66.0671,85463.35,
17,C01,3,66.155205,85469.945,
17,C01,4,66.24332,85477.24,
17,C01,5,66.33142,85485.31,
17,C01,6,66.419525,85494.24,
17,C01,7,66.50763,85504.11,
17,C01,8,66.59574,85515.03,
17,C01,9,66.683846,85527.1,
17,C01,10,66.77195,85540.445,
17,C01,11,66.860054,85555.195,
17,C01,12,66.948166,85571.49,
17,C01,13,67.03627,85589.49,
17,C01,14,67.124374,85609.37,
17,C01,15,67.21248,85631.31,
17,C01,16,67.30059,85655.52,
17,C01,17,67.388695,85682.234,
17,C01,18,67.4768,85711.68,
17,C01,19,67.5649,85744.13,
17,C01,20,67.653015,85779.88,
17,C01,21,67.74112,85819.234,
17,C01,22,67.82922,85862.52,
17,C01,23,67.91733,85910.11,
17,C01,24,68.00544,85962.39,
17,C01,25,68.093544,86019.766,
17,C01,26,68.18165,86082.67,
17,C01,27,68.26975,86151.58,
17,C01,28,68.357864,86226.98,
17,C01,29,68.44597,86309.36,
17,C01,30,68.53407,86399.266,
17,C01,31,68.62218,86497.23,
17,C01,32,68.71029,86603.81,
17,C01,33,68.79839,86719.555,
17,C01,34,68.8865,86845.01,
17,C01,35,68.9746,86980.72,
17,C01,36,69.06271,87127.195,
17,C01,37,69.15082,87284.89,
17,C01,38,69.23892,87454.25,
17,C01,39,69.32703,87635.62,
17,C01,40,69.41514,87829.29,
17,C01,41,69.50324,88035.4,
17,C01,42,69.59135,88254.03,
17,C01,43,69.67945,88485.12,
17,C01,44,69.767555,88728.44,
17,C01,45,69.85567,88983.63,
17,C01,46,69.94377,89250.13,
17,C01,47,70.031876,89527.23,
17,C01,48,70.11998,89814.05,
17,C01,49,70.20809,90109.555,
17,C01,50,70.296196,90412.49,
