,Well Position,Reading,Boltzmann Temperature,Boltzmann Fluorescence,
45,F05,56,71.20849,92850.07,
45,F05,57,71.29659,93114.46,
45,F05,58,71.3847,93370.6,
45,F05,59,71.4728,93617.53,
45,F05,60,71.56091,93854.48,
45,F05,61,71.64902,94080.78,
45,F05,62,71.73712,94296,
45,F05,63,71.825226,94499.836,
45,F05,64,71.91334,94692.16,
45,F05,65,72.00144,94872.91,
45,F05,66,72.08955,95042.21,
45,F05,67,72.17765,95200.28,
45,F05,68,72.26576,95347.44,
45,F05,69,72.35387,95484.016,
45,F05,70,72.44197,95610.45,
45,F05,71,72.530075,95727.22,
45,F05,72,72.61819,95834.83,
45,F05,73,72.70629,95933.77,
45,F05,74,72.794395,96024.586,
45,F05,75,72.8825,96107.79,
45,F05,76,72.97061,96183.914,
45,F05,77,73.058716,96253.44,
45,F05,78,73.14682,96316.86,
45,F05,79,73.234924,96374.64,
45,F05,80,73.32304,96427.234,
45,F05,81,73.41114,96475.04,
45,F05,82,73.499245,96518.47,
45,F05,83,73.58735,96557.88,
45,F05,84,73.67545,96593.625,
45,F05,85,73.763565,96626.02,
45,F05,86,73.85167,96655.37,
45,F05,87,73.93977,96681.92,
45,F05,88,74.02788,96705.95,
45,F05,89,74.11599,96727.68,
45,F05,90,74.204094,96747.33,
45,F05,91,74.2922,96765.07,
45,F05,92,74.3803,96781.1,
46,F06,1,66.45595,84759.7,
46,F06,2,66.54406,84765.37,
46,F06,3,66.632164,84771.68,
46,F06,4,66.72027,84778.695,
46,F06,5,66.80837,84786.51,
46,F06,6,66.896484,84795.19,
46,F06,7,66.98459,84804.84,
46,F06,8,67.07269,84815.57,
46,F06,9,67.1608,84827.5,
46,F06,10,67.24891,84840.76,
46,F06,11,67.33701,84855.48,
46,F06,12,67.42512,84871.83,
46,F06,13,67.51322,84889.97,
46,F06,14,67.60133,84910.1,
46,F06,15,67.68944,84932.43,
46,F06,16,67.77754,84957.18,
46,F06,17,67.86565,84984.59,
46,F06,18,67.95376,85014.945,
46,F06,19,68.04186,85048.53,
46,F06,20,68.12997,85085.65,
46,F06,21,68.21807,85126.66,
46,F06,22,68.30618,85171.914,
46,F06,23,68.39429,85221.8,
46,F06,24,68.48239,85276.73,
46,F06,25,68.570496,85337.13,
46,F06,26,68.65861,85403.484,
46,F06,27,68.74671,85476.234,
46,F06,28,68.834816,85555.875,
46,F06,29,68.92292,85642.91,
46,F06,30,69.01103,85737.83,
46,F06,31,69.09914,85841.12,
46,F06,32,69.18724,85953.26,
46,F06,33,69.275345,86074.69,
46,F06,34,69.36346,86205.83,
46,F06,35,69.45156,86347.016,
46,F06,36,69.539665,86498.53,
46,F06,37,69.62777,86660.57,
46,F06,38,69.71587,86833.234,
46,F06,39,69.803986,87016.5,
46,F06,40,69.89209,87210.19,
46,F06,41,69.980194,87413.984,
46,F06,42,70.0683,87627.44,
46,F06,43,70.15641,87849.94,
46,F06,44,70.244514,88080.65,
46,F06,45,70.33262,88318.64,
46,F06,46,70.42072,88562.81,
46,F06,47,70.508835,88811.96,
46,F06,48,70.59694,89064.69,
46,F06,49,70.68504,89319.61,
46,F06,50,70.77315,89575.25,
46,F06,51,70.86126,89830.13,
46,F06,52,70.94936,90082.76,
46,F06,53,71.03747,90331.73,
46,F06,54,71.12557,90575.69,
46,F06,55,71.213684,90813.45,
46,F06,56,71.30179,91043.875,
46,F06,57,71.38989,91266.04,
46,F06,58,71.478,91479.15,
46,F06,59,71.56611,91682.61,
46,F06,60,71.65421,91875.914,
46,F06,61,71.74232,92058.78,
46,F06,62,71.83042,92231.055,
46,F06,63,71.91853,92392.72,
46,F06,64,72.00664,92543.85,
46,F06,65,72.09474,92684.664,
46,F06,66,72.182846,92815.43,
46,F06,67,72.27096,92936.52,
46,F06,68,72.35906,93048.33,
46,F06,69,72.44717,93151.3,
46,F06,70,72.53527,93245.914,
46,F06,71,72.62338,93332.67,
46,F06,72,72.71149,93412.055,
46,F06,73,72.79959,93484.56,
46,F06,74,72.887695,93550.68,
46,F06,75,72.97581,93610.88,
46,F06,76,73.06391,93665.625,
46,F06,77,73.152016,93715.33,
46,F06,78,73.24012,93760.42,
46,F06,79,73.32823,93801.28,
46,F06,80,73.416336,93838.266,
46,F06,81,73.50444,93871.72,
46,F06,82,73.592545,93901.96,
46,F06,83,73.68065,93929.27,
46,F06,84,73.76876,93953.93,
46,F06,85,73.856865,93976.17,
46,F06,86,73.94497,93996.23,
46,F06,87,74.03307,94014.305,
46,F06,88,74.121185,94030.59,
46,F06,89,74.20929,94045.26,
47,F07,1,66.28947,87687.38,
47,F07,2,66.37757,87694.66,
47,F07,3,66.46568,87702.67,
47,F07,4,66.55379,87711.52,
47,F07,5,66.64189,87721.27,
47,F07,6,66.729996,87732.04,
47,F07,7,66.81811,87743.9,
47,F07,8,66.90621,87756.98,
47,F07,9,66.994316,87771.39,
47,F07,10,67.08242,87787.266,
47,F07,11,67.17053,87804.76,
47,F07,12,67.25864,87824.02,
47,F07,13,67.34674,87845.234,
47,F07,14,67.434845,87868.57,
47,F07,15,67.52296,87894.25,
47,F07,16,67.61106,87922.48,
47,F07,17,67.699165,87953.51,
47,F07,18,67.78727,87987.6,
47,F07,19,67.87538,88025.03,
47,F07,20,67.963486,88066.09,
47,F07,21,68.05159,88111.125,
47,F07,22,68.139694,88160.47,
47,F07,23,68.227806,88214.484,
47,F07,24,68.31591,88273.58,
47,F07,25,68.404015,88338.14,
47,F07,26,68.49212,88408.625,
47,F07,27,68.58023,88485.484,
47,F07,28,68.668335,88569.18,
47,F07,29,68.75644,88660.19,
47,F07,30,68.84454,88759.01,
47,F07,31,68.932655,88866.16,
47,F07,32,69.02076,88982.09,
47,F07,33,69.108864,89107.31,
47,F07,34,69.19697,89242.29,
47,F07,35,69.28508,89387.47,
47,F07,36,69.373184,89543.23,
47,F07,37,69.46129,89709.91,
47,F07,38,69.54939,89887.805,
47,F07,39,69.6375,90077.11,
47,F07,40,69.72561,90277.945,
47,F07,41,69.81371,90490.28,
47,F07,42,69.90182,90714.01,
47,F07,43,69.98992,90948.87,
47,F07,44,70.07803,91194.49,
47,F07,45,70.16614,91450.3,
47,F07,46,70.25424,91715.6,
47,F07,47,70.34235,91989.57,
47,F07,48,70.43046,92271.234,
47,F07,49,70.51856,92559.42,
47,F07,50,70.60667,92852.92,
47,F07,51,70.69477,93150.39,
47,F07,52,70.78288,93450.44,
47,F07,53,70.87099,93751.55,
47,F07,54,70.95909,94052.25,
47,F07,55,71.047195,94351.08,
47,F07,56,71.13531,94646.61,
47,F07,57,71.22341,94937.42,
47,F07,58,71.311516,95222.234,
47,F07,59,71.39962,95499.88,
47,F07,60,71.48773,95769.336,
47,F07,61,71.575836,96029.63,
47,F07,62,71.66394,96280.03,
47,F07,63,71.752045,96519.92,
47,F07,64,71.84016,96748.86,
47,F07,65,71.92826,96966.49,
47,F07,66,72.016365,97172.65,
47,F07,67,72.10447,97367.27,
47,F07,68,72.19258,97550.445,
47,F07,69,72.280685,97722.29,
47,F07,70,72.36879,97883.06,
47,F07,71,72.456894,98033.08,
47,F07,72,72.545006,98172.73,
47,F07,73,72.63311,98302.41,
47,F07,74,72.721214,98422.586,
47,F07,75,72.80932,98533.73,
47,F07,76,72.89743,98636.34,
47,F07,77,72.985535,98730.91,
47,F07,78,73.07364,98817.92,
47,F07,79,73.16174,98897.88,
47,F07,80,73.24985,98971.26,
47,F07,81,73.33796,99038.516,
47,F07,82,73.42606,99100.086,
47,F07,83,73.51417,99156.4,
47,F07,84,73.60227,99207.86,
47,F07,85,73.690384,99254.84,
47,F07,86,73.77849,99297.695,
47,F07,87,73.86659,99336.77,
47,F07,88,73.9547,99372.37,
47,F07,89,74.04281,99404.78,
47,F07,90,74.13091,99434.28,
47,F07,91,74.21902,99461.11,
47,F07,92,74.30712,99485.5,
47,F07,93,74.39523,99507.67,
47,F07,94,74.48334,99527.81,
48,F08,1,66.823425,80367.734,
48,F08,2,66.91154,80372.875,
48,F08,3,66.99964,80378.57,
48,F08,4,67.087746,80384.88,
48,F08,5,67.17585,80391.88,
48,F08,6,67.26396,80399.64,
48,F08,7,67.352066,80408.24,
48,F08,8,67.44017,80417.766,
48,F08,9,67.528275,80428.31,
48,F08,10,67.61639,80439.99,
48,F08,11,67.70449,80452.92,
48,F08,12,67.792595,80467.234,
48,F08,13,67.8807,80483.06,
48,F08,14,67.96881,80500.58,
48,F08,15,68.056915,80519.93,
48,F08,16,68.14502,80541.32,
48,F08,17,68.23312,80564.94,
48,F08,18,68.321236,80591.01,
48,F08,19,68.40934,80619.766,
48,F08,20,68.497444,80651.47,
48,F08,21,68.58555,80686.38,
48,F08,22,68.67366,80724.81,
48,F08,23,68.761765,80767.07,
48,F08,24,68.84987,80813.49,
48,F08,25,68.93797,80864.43,
48,F08,26,69.026085,80920.26,
48,F08,27,69.11419,80981.35,
48,F08,28,69.20229,81048.13,
48,F08,29,69.2904,81121,
48,F08,30,69.37851,81200.38,
48,F08,31,69.46661,81286.69,
48,F08,32,69.55472,81380.33,
48,F08,33,69.64282,81481.71,
48,F08,34,69.73093,81591.21,
48,F08,35,69.81904,81709.19,
48,F08,36,69.90714,81835.91,
48,F08,37,69.99525,81971.625,
48,F08,38,70.08335,82116.52,
48,F08,39,70.17146,82270.7,
48,F08,40,70.25957,82434.125,
48,F08,41,70.34767,82606.7,
48,F08,42,70.435776,82788.195,
48,F08,43,70.52389,82978.266,
48,F08,44,70.61199,83176.4,
48,F08,45,70.700096,83381.984,
48,F08,46,70.7882,83594.26,
48,F08,47,70.87631,83812.375,
48,F08,48,70.96442,84035.3,
48,F08,49,71.05252,84261.95,
48,F08,50,71.140625,84491.18,
48,F08,51,71.22874,84721.76,
48,F08,52,71.31684,84952.41,
48,F08,53,71.404945,85181.9,
48,F08,54,71.49305,85408.984,
48,F08,55,71.58116,85632.516,
48,F08,56,71.669266,85851.36,
48,F08,57,71.75737,86064.51,
48,F08,58,71.845474,86271.08,
48,F08,59,71.933586,86470.32,
48,F08,60,72.02169,86661.54,
48,F08,61,72.109795,86844.266,
48,F08,62,72.1979,87018.11,
48,F08,63,72.28601,87182.84,
48,F08,64,72.374115,87338.31,
48,F08,65,72.46222,87484.51,
48,F08,66,72.55032,87621.51,
48,F08,67,72.638435,87749.49,
48,F08,68,72.72654,87868.67,
48,F08,69,72.814644,87979.336,
48,F08,70,72.90275,88081.84,
48,F08,71,72.99086,88176.555,
48,F08,72,73.078964,88263.87,
48,F08,73,73.16707,88344.19,
48,F08,74,73.25517,88417.945,
48,F08,75,73.343285,88485.56,
48,F08,76,73.43139,88547.44,
48,F08,77,73.51949,88603.98,
48,F08,78,73.6076,88655.58,
48,F08,79,73.6957,88702.61,
48,F08,80,73.78381,88745.43,
48,F08,81,73.87192,88784.38,
48,F08,82,73.96002,88819.77,
48,F08,83,74.04813,88851.91,
48,F08,84,74.13624,88881.06,
48,F08,85,74.22434,88907.5,
48,F08,86,74.31245,88931.445,
48,F08,87,74.40055,88953.13,
48,F08,88,74.48866,88972.766,
48,F08,89,74.57677,88990.52,
48,F08,90,74.66487,89006.58,
